Run,Iteration,Wavelength_Index,Coefficient
38,1,0,0.042512672734370684
38,1,1,0.0666743652374253
38,1,2,0.1414694311294029
38,1,3,0.10919102949983796
38,1,4,0.05568679261456244
38,1,5,0.04253387074898626
38,1,6,0.040193819164651735
38,1,7,0.02523402443280424
38,1,8,0.015600186653408064
38,1,9,0.01231462476224859
38,1,10,0.010290236071472694
38,1,11,0.008504199828966443
38,1,12,0.007749584273960492
38,1,13,0.006318969713352984
38,1,14,0.005192786257096682
38,1,15,0.005455957608040868
38,1,16,0.006986133735068828
38,1,17,0.008481809091400488
38,1,18,0.008756004173106532
38,1,19,0.008101609789338177
38,1,20,0.0063176319220556495
38,1,21,0.004586202437853304
38,1,22,0.004136531725280045
38,1,23,0.004185734762829734
38,1,24,0.004092729898122042
38,1,25,0.004321241243178887
38,1,26,0.0046640033606882405
38,1,27,0.004700136973550761
38,1,28,0.004702673523358116
38,1,29,0.004877518905256797
38,1,30,0.004506484079984459
38,1,31,0.004600577653971868
38,1,32,0.004686520627940556
38,1,33,0.004672570301752081
38,1,34,0.005500389472325424
38,1,35,0.0065982977159287255
38,1,36,0.010038787939519817
38,1,37,0.018983308697055487
38,1,38,0.10207790174975594
38,1,39,0.12160820489272745
38,1,40,0.033020502139129645
38,1,41,0.01700053600502194
38,1,42,0.01316360500942775
38,1,43,0.010788996244491228
38,1,44,0.01061995277855492
38,1,45,0.010672778027909165
38,1,46,0.010677101705659092
38,1,47,0.01058037352605581
38,1,48,0.01120748124130155
38,1,49,0.01041032815295457
38,1,50,0.00922904225469876
38,1,51,0.008981955207179506
38,1,52,0.008840299468958122
38,1,53,0.008773930829495574
38,1,54,0.008759173865484998
38,1,55,0.008610705949082344
38,1,56,0.010001061474528379
38,1,57,0.010843625319346954
38,1,58,0.011586305716693902
38,1,59,0.011169058804820574
38,1,60,0.01119181607749023
38,1,61,0.01257651729133396
38,1,62,0.013879047973837362
38,1,63,0.01693002438484745
38,1,64,0.016667614731016415
38,1,65,0.015610843326103312
38,1,66,0.01469406959434067
38,1,67,0.014070140435875912
38,1,68,0.013430863506238405
38,1,69,0.012791380668262626
38,1,70,0.012065245313896307
38,1,71,0.012434665288972318
38,1,72,0.012941480061338159
38,1,73,0.013408465392752622
38,1,74,0.013852823206138195
38,1,75,0.014828251673439968
38,1,76,0.015576654233963861
38,1,77,0.016545979959688126
38,1,78,0.01740856795709569
38,1,79,0.011682482354183357
38,1,80,0.008823943011107716
38,1,81,0.009112596205391368
38,1,82,0.010024510515493157
38,1,83,0.02012186527135479
38,1,84,0.036854821571569246
38,1,85,0.04215803294930034
38,1,86,0.04371052159014816
38,1,87,0.0432591886023452
38,1,88,0.04259949349116079
38,1,89,0.0401871726843468
38,1,90,0.03878744626049473
38,1,91,0.03745850314265654
38,1,92,0.036965540310202355
38,1,93,0.03728977580344101
38,1,94,0.04036049124263447
38,1,95,0.045622503482992814
38,1,96,0.041811396124011184
38,1,97,0.04525245345040628
38,1,98,0.045526342163856745
38,1,99,0.04493117726535868
38,1,100,0.04527938197509885
38,1,101,0.049764412365918206
38,1,102,0.0602117664921102
38,1,103,0.06863973260251938
38,1,104,0.04427426824581242
38,1,105,0.023654735296133617
38,1,106,0.016941105289418685
38,1,107,0.017544299727096327
38,1,108,0.019233339044858466
38,1,109,0.02006052003816726
38,1,110,0.023274458107492367
38,1,111,0.043489994514633167
38,1,112,0.03976472341228744
38,1,113,0.03729559136177066
38,1,114,0.08539588973000191
38,1,115,0.12280480292397895
38,1,116,0.037802740630671024
38,1,117,0.017837646597655025
38,1,118,0.014455669949030855
38,1,119,0.013472947729014957
38,1,120,0.012791504699238624
38,1,121,0.012886427179537937
38,1,122,0.014946134805512327
38,1,123,0.024832665288493715
38,1,124,0.020037345668301208
38,1,125,0.02033160055101386
38,1,126,0.03023030744500562
38,1,127,0.027882065447915265
38,1,128,0.02925530252755005
38,1,129,0.03944581877303163
38,1,130,0.067012685493612
38,1,131,0.07581075334530038
38,1,132,0.1003147667629104
38,1,133,0.11634923158732337
38,1,134,0.13935491542455994
38,1,135,0.1716329974205924
38,1,136,0.23270572802731837
38,1,137,0.27048118326332193
38,1,138,0.29825246561212376
38,1,139,0.2550981177282115
38,1,140,0.20268386082047568
38,1,141,0.19193768940073272
38,1,142,0.1252084531884705
38,1,143,0.06544141916728052
38,1,144,0.03780024975728467
38,1,145,0.02420333621068694
38,1,146,0.018208691247141837
38,1,147,0.017030513568952667
38,1,148,0.015264415290675725
38,1,149,0.015449735617305563
38,1,150,0.03524952064732198
