Run,Iteration,Ratio,N_Variables,Accuracy,Kappa,Macro_F1
0,1,1.0,204,0.677417652027027,0.6329440802784156,0.5211365583235488
0,2,0.954357540733128,204,0.6766258445945946,0.6320772395003609,0.5204057438563224
0,3,0.910798315554184,194,0.6746727195945946,0.6297720851981263,0.5246388846678985
0,4,0.8692272405361663,185,0.6663851351351351,0.620161275037983,0.5033789190182041
0,5,0.8295535716163387,177,0.6649598817567568,0.6184969988664366,0.5054848261109874
0,6,0.7916907065141517,169,0.6658044763513513,0.6193239377484336,0.517931304379851
0,7,0.7555559956901182,161,0.6668602195945946,0.6205162956039032,0.5093946551324434
0,8,0.721070561932991,154,0.6579391891891891,0.6102246072432603,0.501356173578891
0,9,0.6881591281814239,147,0.6642736486486487,0.6175190913889257,0.5097530211519624
0,10,0.656749853204277,140,0.6597339527027027,0.6122628023803725,0.4948422438259643
0,11,0.6267741747808766,133,0.6567778716216216,0.6088237978232984,0.4999869851577569
0,12,0.5981666600389132,127,0.6607896959459459,0.6133459306338325,0.5098797193895173
0,13,0.5708648626232861,122,0.6538745777027027,0.6053275625204702,0.5046815572029688
0,14,0.5448091863841141,116,0.6641680743243243,0.6171954385367715,0.5304303317694041
0,15,0.5199427552863595,111,0.657886402027027,0.609839819620605,0.5148984416294851
0,16,0.4962112892570966,106,0.6560916385135135,0.6077040019346378,0.5052315522811005
0,17,0.4735629856994175,101,0.6603146114864865,0.6125684593125031,0.5126802758430267
0,18,0.4519484064143335,96,0.6589421452702703,0.6109213445447401,0.5224034183254513
0,19,0.4313203696838394,92,0.6540329391891891,0.6053723843972552,0.5026082528724074
0,20,0.4116338472795726,87,0.654613597972973,0.6060314839190798,0.5099365010807487
0,21,0.3928458661722489,83,0.6532411317567568,0.6044311432311456,0.5111912242853697
0,22,0.3749154147273229,80,0.658203125,0.6101208510809475,0.5330129852380454
0,23,0.3578033531821086,76,0.653293918918919,0.6045235728191287,0.496273475763023
0,24,0.341472328208944,72,0.666332347972973,0.6196469874343327,0.5369214548215361
0,25,0.3258866913779032,69,0.6595228040540541,0.6118645694606669,0.5177960214265132
0,26,0.3110124213410716,66,0.6639569256756757,0.6170294948012742,0.5246337838626642
0,27,0.2968170495685204,63,0.6628483952702703,0.6158125102817781,0.5253669623577185
0,28,0.283269589473876,60,0.6671241554054054,0.6208238625948748,0.5416256526811541
0,29,0.2703404687747711,57,0.6677048141891891,0.6215399649865261,0.5418812732594012
0,30,0.2580014649405315,55,0.6639569256756757,0.61726572152384,0.5273432574518697
0,31,0.24622564358619,52,0.667018581081081,0.6208410573099999,0.5318392621589673
0,32,0.2349872996783479,50,0.6659628378378378,0.6197448331483466,0.5330476682579371
0,33,0.2242619014245466,47,0.6690244932432432,0.6231988223135958,0.5449366487502603
0,34,0.2140260367236655,45,0.6653293918918919,0.6190085115185909,0.518189874618912
0,35,0.2042573620604555,43,0.6641680743243243,0.61766975620731,0.5190002274187142
0,36,0.1949345537326524,41,0.6652766047297297,0.6188734002419968,0.5306839695549356
0,37,0.1860372613042039,39,0.6678103885135135,0.6218662232436252,0.5444049230800174
0,38,0.1775460631830063,37,0.6639569256756757,0.6174286479906503,0.5305313166531517
0,39,0.1694424242261825,36,0.6668602195945946,0.6207558535082959,0.5402436123770782
0,40,0.1617086552803589,34,0.6712415540540541,0.6256954274552479,0.5616991203183475
0,41,0.1543278745686244,32,0.6556165540540541,0.6078077170681055,0.4973697991595524
0,42,0.147283970839883,31,0.665698902027027,0.6192131519859435,0.5544705184547497
0,43,0.1405615682001605,30,0.6684438344594594,0.6222620855626304,0.5810047838978676
0,44,0.134145992549097,28,0.6687077702702703,0.6229025628984051,0.5597365106912706
0,45,0.1280232395483607,27,0.6690244932432432,0.6232724505784409,0.5607091729945282
0,46,0.1221799440520617,26,0.6701330236486487,0.6245170291077968,0.5593050725810861
0,47,0.1166033509324367,24,0.6589949324324325,0.6113596526258609,0.5372683619100077
0,48,0.1112812872371222,23,0.6639041385135135,0.6170173870304316,0.5521964132269874
0,49,0.1062021356172367,22,0.6597339527027027,0.6120264143642864,0.5421301906852548
0,50,0.1013548089682721,21,0.6557221283783784,0.6074850326880443,0.532008452989841
0,51,0.0967287262284362,20,0.6269003378378378,0.5736645870936652,0.4486334337560865
0,52,0.0923137892816184,19,0.6244193412162162,0.5708741165218226,0.4438284034040739
0,53,0.0881003609145615,18,0.6245777027027027,0.5709696534660793,0.4400730849023794
0,54,0.0840792437801219,17,0.6223606418918919,0.5683166604487238,0.4380012646729738
0,55,0.0802416603206983,17,0.6265308277027027,0.5730942794481193,0.4634730961366976
0,56,0.0765792336080046,16,0.6254222972972973,0.5719314568975484,0.4526881128605643
0,57,0.0730839690573629,15,0.6263724662162162,0.5728398274042107,0.4571397200376525
0,58,0.0697482369766009,14,0.6221494932432432,0.5679210322362966,0.436971855556391
0,59,0.0665647559114603,14,0.6233108108108109,0.569300839746599,0.4442236326194749
0,60,0.0635265767511622,13,0.5981313344594594,0.5395045406135051,0.3791139981782666
0,61,0.0606270675594334,12,0.6010874155405406,0.5429188825520257,0.3793505091926213
0,62,0.0578598990978821,12,0.5990815033783784,0.5404883239653434,0.3795034016977535
0,63,0.0552190310101216,11,0.588840793918919,0.5281425331559071,0.3678702141853253
0,64,0.052698698636486,11,0.5867293074324325,0.5258520984498987,0.3659277107862743
0,65,0.050293400430553,10,0.5857791385135135,0.5247591259563015,0.3654815737041225
0,66,0.047997885950009,10,0.5883657094594594,0.527690892926097,0.3680513049952757
0,67,0.0458071443956398,9,0.5854624155405406,0.5244087728722652,0.3649552472520667
0,68,0.0437163936734301,9,0.5863070101351351,0.5253159523443769,0.3651297130312432
0,69,0.041721069955896,8,0.5716321790540541,0.5090703293295158,0.3242899828630842
0,70,0.0398168177198637,8,0.5695734797297297,0.5064023677290566,0.3262804442006062
0,71,0.0379994802389483,8,0.5671452702702703,0.5036230315298726,0.3151883402823868
0,72,0.0362650905099798,7,0.5675147804054054,0.5036026852167717,0.315852085663647
0,73,0.0346098625935686,7,0.5687816722972973,0.5052820586916055,0.3222478013570628
0,74,0.0330301833499096,7,0.5679898648648649,0.5042495468871369,0.3148453486027958
0,75,0.0315226045517841,6,0.5666173986486487,0.5028563945423503,0.3110334584264763
0,76,0.0300838353575435,6,0.5641891891891891,0.4999360522853117,0.30886948590308
0,77,0.0287107351276456,6,0.5621304898648649,0.4975596192898661,0.3032902674315265
0,78,0.02740030656906,5,0.5317250844594594,0.4595472585192387,0.2697310979741054
0,79,0.0261496891925819,5,0.5338893581081081,0.4620761885037137,0.255777788777546
0,80,0.0249561530687681,5,0.5299831081081081,0.4574411738376548,0.2529368894196169
0,81,0.023817092868869,5,0.5325696790540541,0.4605384872289125,0.2528018860409574
0,82,0.0227300221777464,4,0.529613597972973,0.4524974555853884,0.2483485348693248
0,83,0.0216925680663635,4,0.5284522804054054,0.4511711749659564,0.2466385966473298
0,84,0.0207024659120006,4,0.5285050675675675,0.4511496863356535,0.2463417595911704
0,85,0.0197575544548883,4,0.5268686655405406,0.4492868076633686,0.2445196816746592
0,86,0.0188557710804681,4,0.5252850506756757,0.4475200821203082,0.2433659021608156
0,87,0.0179951473169824,3,0.4975190033783784,0.4134273223937919,0.2178847215129597
0,88,0.0171738045385656,3,0.5231735641891891,0.4433337352264079,0.2415041891034507
0,89,0.0163899498644569,3,0.5217483108108109,0.4416915410679812,0.240099424776296
0,90,0.0156418722453824,3,0.5174725506756757,0.4366879806589306,0.2362624175854012
0,91,0.0149279387285649,3,0.512721706081081,0.431090693529184,0.2319697550419842
0,92,0.014246590893208,3,0.5181059966216216,0.4373921905536576,0.2368812730702949
0,93,0.0135963414486729,2,0.3953230574324324,0.2898945999798196,0.1178412294847729
0,94,0.0129757709879234,2,0.3969066722972973,0.2917051151678368,0.1201528499620276
0,95,0.0123835248891509,2,0.4015519425675675,0.2971617026805246,0.1264147361288876
0,96,0.0118183103588175,2,0.3874577702702703,0.2804752406398528,0.1047729330712681
0,97,0.0112788936096619,2,0.3914168074324324,0.2852268058445055,0.1117632289559433
0,98,0.0107640971675075,2,0.3925253378378378,0.2866734364465914,0.1135538665181566
0,99,0.0102727973009949,2,0.3928420608108108,0.2868929996066085,0.1140429512599622
0,100,0.0098039215686274,2,0.3925253378378378,0.2864906705881177,0.1134893687648145
1,1,1.0,204,0.6740920608108109,0.6290594766211298,0.5254488031610698
1,2,0.954357540733128,204,0.6756756756756757,0.6308759416526657,0.532759848362417
1,3,0.910798315554184,194,0.6715054898648649,0.6260860768137557,0.5215522403876758
1,4,0.8692272405361663,185,0.6576224662162162,0.61000200622169,0.4918212968560589
1,5,0.8295535716163387,177,0.6702913851351351,0.6245472762477,0.5323317040217385
1,6,0.7916907065141517,169,0.6661211993243243,0.6197202530804167,0.5150648437422428
1,7,0.7555559956901182,161,0.6621621621621622,0.6151249712629221,0.5044906600916583
1,8,0.721070561932991,154,0.6690244932432432,0.6229821806043414,0.533910809521482
1,9,0.6881591281814239,147,0.6625844594594594,0.6155024608769464,0.5135442649879877
1,10,0.656749853204277,140,0.6624788851351351,0.6154134330639311,0.5201938239777771
1,11,0.6267741747808766,133,0.6605257601351351,0.6131568122269473,0.5042978251861174
1,12,0.5981666600389132,127,0.6550358952702703,0.6066812787716822,0.4973159476248457
1,13,0.5708648626232861,122,0.665065456081081,0.6182420019620571,0.5301168187799604
1,14,0.5448091863841141,116,0.6533994932432432,0.6048431725134074,0.4955699432056712
1,15,0.5199427552863595,111,0.6574641047297297,0.6094424272835004,0.5160244110199448
1,16,0.4962112892570966,106,0.6522909628378378,0.6033009382051623,0.4952597592218509
1,17,0.4735629856994175,101,0.6576752533783784,0.609529691198869,0.5067498291621322
1,18,0.4519484064143335,96,0.6527132601351351,0.6038227129710729,0.4952280711212143
1,19,0.4313203696838394,92,0.6514991554054054,0.6023567155617857,0.4982509399291867
1,20,0.4116338472795726,87,0.6535050675675675,0.6047432507548451,0.5096980668078206
1,21,0.3928458661722489,83,0.6603146114864865,0.6125566333875547,0.5388893794507408
1,22,0.3749154147273229,80,0.6593644425675675,0.61158885888126,0.528120224584235
1,23,0.3578033531821086,76,0.6607896959459459,0.6132564479564055,0.5318190485347761
1,24,0.341472328208944,72,0.6671769425675675,0.6205857582698857,0.5304240706510994
1,25,0.3258866913779032,69,0.6603673986486487,0.6127856670652552,0.5154055066924407
1,26,0.3110124213410716,66,0.6579391891891891,0.6101838733978346,0.5023829265394587
1,27,0.2968170495685204,63,0.6598923141891891,0.6124941510777131,0.5065851683147904
1,28,0.283269589473876,60,0.6623733108108109,0.6152988985310683,0.5256905967468605
1,29,0.2703404687747711,57,0.6745671452702703,0.6294184738909896,0.5484842640924529
1,30,0.2580014649405315,55,0.671875,0.626345355818919,0.5500360521543115
1,31,0.24622564358619,52,0.6727723817567568,0.6274001059979052,0.5584426209216768
1,32,0.2349872996783479,50,0.674831081081081,0.6298717791215853,0.5629842211506488
1,33,0.2242619014245466,47,0.6652766047297297,0.6189032707302999,0.5230422353072891
1,34,0.2140260367236655,45,0.6697107263513513,0.6238913729785285,0.5467899817452386
1,35,0.2042573620604555,43,0.669921875,0.624287019483954,0.5452536680397044
