Threshold,N_Wavelengths,Reduction_%,Accuracy,Kappa,Macro_F1,Weighted_F1
10,4,98.0392156862745,0.5188423645320197,0.43843928914852837,0.23739943424689913,0.37792734227891317
15,2,99.01960784313727,0.45923645320197043,0.36540144166592514,0.1727071872812678,0.30280783363500574
