Run,Iteration,Ratio,N_Variables,Accuracy,Kappa,Macro_F1
27,1,1.0,204,0.6764146959459459,0.6317445622645665,0.5166656412860914
27,2,0.954357540733128,204,0.6740920608108109,0.6291001699656802,0.5281950671865774
27,3,0.9107983155541839,194,0.6713999155405406,0.6259888026642665,0.5135947168016408
27,4,0.8692272405361663,185,0.6685494087837838,0.6225710750623858,0.5074313910586155
27,5,0.8295535716163387,177,0.6675464527027027,0.6213999500299632,0.5079046819221983
27,6,0.7916907065141517,169,0.6659100506756757,0.6195387371065126,0.5144719229445722
27,7,0.7555559956901182,161,0.6574113175675675,0.6096102825209886,0.5095036407707972
27,8,0.721070561932991,154,0.6625844594594594,0.615638907393099,0.5076887582509626
27,9,0.6881591281814239,147,0.6647487331081081,0.618095745246171,0.5183719868103063
27,10,0.656749853204277,140,0.6663851351351351,0.619882031559803,0.5214970765855866
27,11,0.6267741747808766,133,0.6561444256756757,0.6080306561221684,0.49916419855613364
27,12,0.5981666600389132,127,0.6490709459459459,0.5998456482239369,0.48014408459170554
27,13,0.5708648626232861,122,0.6586254222972973,0.6107185142759791,0.5264607885875914
27,14,0.5448091863841141,116,0.6541913006756757,0.6056351093621682,0.49961276893272094
27,15,0.5199427552863595,111,0.6610536317567568,0.6135444639771045,0.5311984149966877
27,16,0.4962112892570966,106,0.6658572635135135,0.6190383714966976,0.5214485726680169
27,17,0.4735629856994175,101,0.6604201858108109,0.6127808586850008,0.5192249092994177
27,18,0.45194840641433354,96,0.6583086993243243,0.6102312038236368,0.5127004705894347
27,19,0.43132036968383947,92,0.6537162162162162,0.6049133643200104,0.512262417669619
27,20,0.41163384727957264,87,0.6540857263513513,0.6052952449468751,0.49809050229667606
27,21,0.3928458661722489,83,0.6545080236486487,0.605767313047681,0.5030677766843717
27,22,0.3749154147273229,80,0.65234375,0.6033117829342065,0.49714574376761245
27,23,0.35780335318210865,76,0.6616342905405406,0.6141307226909952,0.5181548174875616
27,24,0.341472328208944,72,0.656566722972973,0.6084220242392225,0.5028043509399895
27,25,0.3258866913779032,69,0.6612647804054054,0.6139195202359078,0.5141765786930506
27,26,0.3110124213410716,66,0.6648543074324325,0.6181178699340399,0.5242813066600476
27,27,0.29681704956852045,63,0.6576752533783784,0.6098427479901121,0.5128439593646961
27,28,0.28326958947387604,60,0.6583614864864865,0.6106763398808355,0.5076100067605123
27,29,0.27034046877477114,57,0.668971706081081,0.623025521528596,0.5390244979465657
27,30,0.2580014649405315,55,0.6769425675675675,0.6321341569985892,0.5662165877027622
27,31,0.24622564358619,52,0.666015625,0.6197328923328747,0.5335722640472265
27,32,0.23498729967834794,50,0.6700802364864865,0.6244371930442152,0.5484073106946105
27,33,0.22426190142454666,47,0.6610536317567568,0.6140152831315226,0.5060384579098994
27,34,0.21402603672366552,45,0.6630067567567568,0.6162074128013366,0.5209435763826396
27,35,0.20425736206045553,43,0.6612647804054054,0.614176089528266,0.5106833318125589
27,36,0.19493455373265248,41,0.6610008445945946,0.6139981321015611,0.5184715331518948
27,37,0.18603726130420398,39,0.6616870777027027,0.6147908092418799,0.5216400321213488
27,38,0.17754606318300636,37,0.6665962837837838,0.6204585908051863,0.5335950726982498
27,39,0.16944242422618255,36,0.673828125,0.6287279807585171,0.5610512704342621
27,40,0.1617086552803589,34,0.6648543074324325,0.6184863310427438,0.5336879811385871
27,41,0.15432787456862446,32,0.6667018581081081,0.6205914214766446,0.5348491259462279
27,42,0.14728397083988307,31,0.6578336148648649,0.610357872856141,0.5061946924858676
27,43,0.14056156820016055,30,0.6667018581081081,0.6204174247560259,0.5437890048841385
27,44,0.13414599254909704,28,0.6717694256756757,0.6263097984609179,0.5733363919019092
27,45,0.12802323954836076,27,0.666332347972973,0.6199523174744128,0.5607445847905204
27,46,0.1221799440520617,26,0.6558277027027027,0.6078262257283125,0.5373500382852906
27,47,0.11660335093243673,24,0.6466955236486487,0.5971366305051544,0.5238309602951898
27,48,0.1112812872371222,23,0.6510240709459459,0.602189369710646,0.5310465433655498
27,49,0.10620213561723678,22,0.6437922297297297,0.5937887760874554,0.5140672507567865
27,50,0.10135480896827219,21,0.6445840371621622,0.5945707500864474,0.5205588991955514
27,51,0.09672872622843623,20,0.6348184121621622,0.5833453855849784,0.4836595103475132
27,52,0.09231378928161843,19,0.639674831081081,0.588915301958159,0.5055113222508846
27,53,0.0881003609145615,18,0.6444256756756757,0.5943136492201551,0.5193111014980194
27,54,0.08407924378012192,17,0.6484375,0.5989354071225363,0.5294095499492621
27,55,0.08024166032069831,17,0.6491765202702703,0.5998232865577713,0.5305826807105479
27,56,0.07657923360800463,16,0.6370882601351351,0.5859841666091266,0.4816900344440733
27,57,0.07308396905736299,15,0.6473817567567568,0.5978712450890766,0.5159256728164401
27,58,0.06974823697660097,14,0.6038851351351351,0.547489578645274,0.3633302781121896
