Run,Iteration,Ratio,N_Variables,Accuracy,Kappa,Macro_F1
42,1,1.0,204,0.682590793918919,0.638881131574352,0.5485757241386453
42,2,0.954357540733128,204,0.6830130912162162,0.639364700167605,0.5526719616563884
42,3,0.9107983155541839,194,0.6672825168918919,0.6212411235192432,0.5070473320249828
42,4,0.8692272405361663,185,0.6667018581081081,0.6205249513906754,0.5158943670718954
42,5,0.8295535716163387,177,0.6564611486486487,0.6086747444714212,0.48179263730567734
42,6,0.7916907065141517,169,0.6642736486486487,0.617554796504038,0.5148378875141144
42,7,0.7555559956901182,161,0.6648543074324325,0.6182138430517103,0.5171971429147779
42,8,0.721070561932991,154,0.6636929898648649,0.6168592803495936,0.5089892898600515
42,9,0.6881591281814239,147,0.6603673986486487,0.6130267804988263,0.5133774849098509
42,10,0.656749853204277,140,0.6691828547297297,0.6231172237305086,0.5374875131439413
42,11,0.6267741747808766,133,0.6654349662162162,0.618833330753959,0.5287986109427192
42,12,0.5981666600389132,127,0.6607896959459459,0.6133258784499116,0.5175382704191596
42,13,0.5708648626232861,122,0.6596283783783784,0.6119873767332964,0.524677787085693
42,14,0.5448091863841141,116,0.654613597972973,0.606138092593629,0.5057130200162094
42,15,0.5199427552863595,111,0.653293918918919,0.6046424106317956,0.4952844398570492
42,16,0.4962112892570966,106,0.6537162162162162,0.6049198542570227,0.5005936094246298
42,17,0.4735629856994175,101,0.6587837837837838,0.6107523540231005,0.5213767925692524
42,18,0.45194840641433354,96,0.655933277027027,0.6075735322557276,0.5102068105440002
42,19,0.43132036968383947,92,0.6613175675675675,0.6138104281790118,0.5336776572259258
42,20,0.41163384727957264,87,0.6659628378378378,0.6192496553891986,0.5416559914765734
42,21,0.3928458661722489,83,0.6512352195945946,0.6021832216961667,0.4918286450997487
42,22,0.3749154147273229,80,0.6517103040540541,0.6027182059535576,0.5073979196810945
42,23,0.35780335318210865,76,0.6510240709459459,0.6017338584964151,0.49390146204145935
42,24,0.341472328208944,72,0.6555637668918919,0.6071878132124053,0.5110093379931032
42,25,0.3258866913779032,69,0.6679159628378378,0.6214802165378527,0.534996520057865
42,26,0.3110124213410716,66,0.6683382601351351,0.6221413046033133,0.5378810725840824
42,27,0.29681704956852045,63,0.6636929898648649,0.6168370939253617,0.5252224959951096
42,28,0.28326958947387604,60,0.6668602195945946,0.6204627191291303,0.5402924696456683
42,29,0.27034046877477114,57,0.6670713682432432,0.6208659651683596,0.5391803401542123
42,30,0.2580014649405315,55,0.6665434966216216,0.6202277269381926,0.5369635271765868
42,31,0.24622564358619,52,0.6663851351351351,0.6200459022300367,0.5381970438099888
42,32,0.23498729967834794,50,0.6639041385135135,0.617328084941225,0.5282053857495821
42,33,0.22426190142454666,47,0.6716638513513513,0.626204613641534,0.5527202798243518
42,34,0.21402603672366552,45,0.6665434966216216,0.6203812367671282,0.5338639498366269
42,35,0.20425736206045553,43,0.6668074324324325,0.6206843470786533,0.5328022198156444
42,36,0.19493455373265248,41,0.6701858108108109,0.6245053391843722,0.5392224093732934
42,37,0.18603726130420398,39,0.6674408783783784,0.6213294408830544,0.5403390846435709
42,38,0.17754606318300636,37,0.6633234797297297,0.61676545937696,0.5298779742415141
42,39,0.16944242422618255,36,0.6685494087837838,0.6227451782037596,0.5473876851968404
42,40,0.1617086552803589,34,0.6660684121621622,0.6199367367743546,0.5346056617875099
42,41,0.15432787456862446,32,0.6604201858108109,0.6132357055460292,0.5283197511009592
42,42,0.14728397083988307,31,0.6595755912162162,0.6123157219056444,0.5166522762653248
42,43,0.14056156820016055,30,0.6658572635135135,0.6193741890648556,0.5557718314198069
42,44,0.13414599254909704,28,0.6661211993243243,0.6197512355058934,0.5550530781945154
42,45,0.12802323954836076,27,0.6661211993243243,0.6197554794624489,0.5597812672801664
42,46,0.1221799440520617,26,0.643581081081081,0.5936796885330199,0.5016867690181755
42,47,0.11660335093243673,24,0.6467483108108109,0.5973084387955099,0.5152203101115875
42,48,0.1112812872371222,23,0.649440456081081,0.600368599442984,0.5251494966461525
42,49,0.10620213561723678,22,0.6409945101351351,0.5905662421103062,0.5075281282143485
