Run,Iteration,Ratio,N_Variables,Accuracy,Kappa,Macro_F1
25,1,1.0,204,0.674831081081081,0.6299567458445119,0.5187254135290998
25,2,0.954357540733128,204,0.6691828547297297,0.623424626862334,0.5069325783416262
25,3,0.9107983155541839,194,0.6669130067567568,0.6208573051855983,0.5065597481944175
25,4,0.8692272405361663,185,0.6701858108108109,0.6245031103838973,0.5052152075361723
25,5,0.8295535716163387,177,0.6558804898648649,0.6078987301234865,0.48937052934924524
25,6,0.7916907065141517,169,0.660472972972973,0.6131822250209475,0.5037172808579413
25,7,0.7555559956901182,161,0.6704497466216216,0.6246522466180332,0.5385885957646029
25,8,0.721070561932991,154,0.6580447635135135,0.6103416766364034,0.47986144124845675
25,9,0.6881591281814239,147,0.6623205236486487,0.6152432517716997,0.5214322645421404
25,10,0.656749853204277,140,0.661792652027027,0.6145686218786778,0.522085386900466
25,11,0.6267741747808766,133,0.6607896959459459,0.6134864193362202,0.5092118068916212
25,12,0.5981666600389132,127,0.6595755912162162,0.6119195100229791,0.5150688797348388
25,13,0.5708648626232861,122,0.6577808277027027,0.6098124589509689,0.5110439202507353
25,14,0.5448091863841141,116,0.6672297297297297,0.6207114116088209,0.5457262636219766
25,15,0.5199427552863595,111,0.657200168918919,0.6091622597545983,0.516623665037112
25,16,0.4962112892570966,106,0.6519742398648649,0.6030296663081802,0.4924825565244022
25,17,0.4735629856994175,101,0.662109375,0.6146560108017353,0.5203479073477394
25,18,0.45194840641433354,96,0.6525021114864865,0.6034873278204191,0.49568564646106184
25,19,0.43132036968383947,92,0.6575168918918919,0.6093707549578262,0.5232386752303475
25,20,0.41163384727957264,87,0.6578336148648649,0.609717356084965,0.5241557439550316
25,21,0.3928458661722489,83,0.6575696790540541,0.6094435605605198,0.5318510550651767
25,22,0.3749154147273229,80,0.6531883445945946,0.6044026521870158,0.5103669451445332
25,23,0.35780335318210865,76,0.6597867398648649,0.6120914979270766,0.5300240410449542
25,24,0.341472328208944,72,0.6653293918918919,0.6184353508498205,0.5391536326019364
25,25,0.3258866913779032,69,0.6633234797297297,0.6161746370757385,0.5310896894471042
25,26,0.3110124213410716,66,0.6671769425675675,0.6208224072323472,0.533327786102188
25,27,0.29681704956852045,63,0.6605785472972973,0.6131500904891471,0.5260718680700698
25,28,0.28326958947387604,60,0.664379222972973,0.6176249573952584,0.5290241132637206
25,29,0.27034046877477114,57,0.6598923141891891,0.6124395666205052,0.5143932926277
25,30,0.2580014649405315,55,0.6691300675675675,0.6231569616753547,0.547941711678461
25,31,0.24622564358619,52,0.6772592905405406,0.6326115210387999,0.5713160794442911
